"HolderAddress","Balance","PendingBalanceUpdate"
"0x008c068bfd922e3eb7d14e31ecf0daa1e04f906f","7.51879699248","No"
"0x05a84dac7d722e3313b5c94e2681baac3427ba76","5.17135268874169","No"
"0x05eb7f0ebcfc8bee7d5283521a08ebef149569ed","7.51879699248","No"
"0x0a83efd6089c6e219d9c13969804d44afeb3377d","2.01038226991696","No"
"0x0c85441e222d24964c9e6691ba2bb3ba084c1264","0.01879699248","No"
"0x24a9ed320a97500c039f6e859c6dd820f6eaad2a","134.068976510008","No"
"0x2c879af71ae8d1d2a9321558e069148d48225b72","7.51879699248","No"
"0x303a8038414111c21bb708b3a677af3b58ff4ad2","1","No"
"0x3283071ba455f98d474f2c2d926861f90a3f1e42","10","No"
"0x38ab300217c13c754ef3333e06ce9a1e5f8358e2","7.51879699248","No"
"0x3b154e941341fc7435f407ee0f18782e03d2a33a","0.01879699248","No"
"0x420ee4d8c1cba9e4caab3f473625499cbfbd9037","7.51879699248","No"
"0x42dcd554cfc9d487bd14b8ab4df83a5fd9b1b6bc","7.51879699248","No"
"0x4825f4c1b651ece01955f2f6f80e4f33862d1837","7.51879699248","No"
"0x48a7f638ba168cd1446f17899a4c398fb7feaf13","7.51879699248","No"
"0x497f1fdaa954c24dbf1a03c6a974babc6fa8d7dc","7.51879699248","No"
"0x49a2aa207dd41a40659debd36e8f583d98795939","3.51879699248","No"
"0x60890bec74a90d03f5adc0c6aa1ba6b6ff6beb9d","34.2349860689959","No"
"0x61a90d0d0c6f49c4a3b5df595eb968b3b4946c31","0.51879699248","No"
"0x639090cdd215010fe54c36a49bbd1604f034e1d4","106.239294689568","No"
"0x6deb32a45282873e5b987bc3e55561e015d72c15","7.51879699248","No"
"0x6e89de764f19f1726d4d2fd5e06c8cda61dd1c08","7.51879699248","No"
"0x840a785172946c172d21ab9f92746f85d05b5de2","18.9687129134655","No"
"0x8b60297bed721a29a77a4a1d7024c180277d8544","7.51879699248","No"
"0x9424ad56a905900fdf5f67d5eb27251cdc6c482e","0.00213650201756986","No"
"0xa1d05f93a42a67c2aba330c3fab85c4aa4571128","7.51879699248","No"
"0xab3aab7481b1280830721ba0fb50bd05f41b37a1","2.5","No"
"0xad0af1dbb3707844cc1188854121984b77c2457c","0.00526914385579215","No"
"0xadf094b2b6d2c6f4d8e60f714be005a378b26d36","0.820449694545507","No"
"0xb2e5c3ee488b3a1910cd667bd81e647910e068b9","7.70448514792547","No"
"0xb7dd8dab4c64938148f0880d5473f532a245274f","7.51879699248","No"
"0xbe8994684d2a570a84c3ac28459bc83e7d80e3b9","0.01879699248","No"
"0xbf66a8ba07c62310c1b7ba9336d00443df7c1506","1","No"
"0xc7de4b4042cbb0907b719c1315796dd08c3a332c","15.5915100007772","No"
"0xdd54b1a309332d9d79e635bbca965e250d5e886b","4.00000719801114","No"
"0xdd5fb55fe2f3b1e05887d840c1e60ddfe14479a6","0.01879699248","No"
"0xdfc402e10e8ccd95498b262de56015ba6a3f37d9","0.01879699248","No"
"0xe8a4e0c7cbeb034fce661f08a52719592e7ad5fc","7.51879699248","No"
"0xeb7dd46650e77b888fcd1127cd9b1e4dc3ba2256","7.51879699248","No"
"0xf091bbaf05dbb6da325638f09845b794dc9e9255","105.159114554336","No"
"0xf3fd80e91996f3b69587bbcce6c5f18c225bc313","0.0752123933207892","No"
"0xf7e233c0ad9b3419c9ef7afe27b5328f5cbe729f","324.566493073207","No"
"0xfc7a5070cfcc7f7c5122e5c85107f6530c949bd1","0.01879699248","No"
"0x5cbefe14c66ba706e79ca4237ff10f218461014a","5610.10818806731","No"
"0x9c2514b7a19524e24e48459980aaff485b3b920d","0.452545347758728","No"
"0xaa5586f16fc3facaca47aec570c26462edeb1d2f","7.3744162502862","No"
"0x8f5d11abe6cb2bacc743dc3dff57fadb7e4f38e4","3.02226605163663","No"
"0x5b81c019e32077ff11d1049549b7dcbb728c4f02","0.754742884222425","No"
"0xf08ad7b78dab3ee2006b48dbabf2f2dbf8046957","21.8337955240513","No"
"0x7f12a08ed39ff8401ffb9788f4b7a7b30e634a1c","15.0014610465985","No"
"0x1a327696c8e5ea0f07dbe0cf159380980e067dcc","155.343823424738","No"
"0x3b022d8a4c034b5d1b8354640e10a1736eeac532","7.19176667E-10","No"
"0x494cc492c9f01699bff1449180201dbfbd592ea5","1E-18","No"
"0x8da40e48770760e36c83f1d2fb2f42d529c36f5b","1.42077","No"
"0x7f25105306e028135f7672b416ca75c2665b5ea3","212.74532059864","No"
"0xd3995eeed8113e3b00c586289985c1c16d20e6af","13.3371860969696","No"
"0x9d7c339ae1da78a3762be0607ec0cfe378aa3211","9.97598461E-10","No"
"0xc623e77f5550a78758c7aa2c6b3d790fbbd631fa","1","No"
"0x1f26369bd8eca236d63080bfd253036b7af2f0e7","1","No"
"0xebcf05f9e2d2845df91e8ef959055b649f428e3e","1","No"
"0x0000000071e801062eb0544403f66176bba42dc0","1E-18","No"
"0x478c1fe57db6f61990bfc915eaeee283971379ed","78.4106465730544","No"
"0xaeabbc98b002f555c3e67c21c3da813d005c8656","0.183194021162527","No"
"0xb999d99341bf09c823cbc8e8da42a8a9be2871ac","68.2223794524104","No"
"0xa10bdca0a502f6b2d34519d6c595cc3460328c9a","2","No"
"0x71fc5f555903123df7760edfaf6a22a08138b37b","20.0072737575771","No"
"0xa83bb332564e226779963bf0cd7c8ed4aae40e95","12.7624446525792","No"
"0x5066fbe092caee0d19ddd0b3302ea4e925726f80","510.245155721921","No"
"0xef976208d4bb64aa6d7d5161f1a28c651d765248","19.4667175793104","No"
"0x8feb2203ba36ec0976a1dce7bf43f60f5797eda3","0.0287516164201373","No"
"0xf68b5ccc344335f02ec904bebf973cb76f144453","0.0878185642198824","No"
"0x0933e869837c83d74ddc1f0f8f6b17f88dcfa9b2","1","No"
"0x558edfef58a5037aa287b8f4ffb0a6690cdcbf5d","100","No"
"0x78019d088411ebdd41c7a94dbb027cf001ce0561","281.255706837427","No"
"0xc0fe68daf1a5be661fefad5c466c981a626fae86","42.9175044157787","No"
"0x9c5d5357f9d5aab98bcd223f7b48b452299819a5","4.91445806205582","No"
"0x388316a785d28cae0974c5a94477818c6df91917","23.7114161887227","No"
"0x8d89e512a7c3489b6e53dcd58854f62cc08f356d","38.2132142134753","No"
"0x313bdc9726d8792ec4bd8531caa52a1dd82bd4ea","412.383714311133","No"
